Time	Male	Femal	Zombies
1291	16238	14724	8972
1292	16224	14713	8991
1293	16205	14704	9012
1294	16189	14695	9032
1295	16176	14688	9043
1296	16168	14674	9063
1297	16150	14666	9084
1298	16141	14655	9092
1299	16134	14646	9104
1300	16124	14635	9121
1301	16113	14620	9142
1302	16098	14621	9157
1303	16083	14611	9175
1304	16070	14606	9190
1305	16061	14596	9200
1306	16054	14583	9216
1307	16038	14573	9232
1308	16027	14561	9252
1309	16010	14550	9272
1310	15991	14542	9293
1311	15977	14532	9315
1312	15973	14526	9325
1313	15965	14514	9342
1314	15957	14496	9363
1315	15948	14489	9374
1316	15938	14479	9392
1317	15926	14470	9409
1318	15915	14458	9427
1319	15909	14449	9440
1320	15897	14437	9463
1321	15888	14427	9474
1322	15884	14419	9483
1323	15874	14405	9501
1324	15864	14395	9513
1325	15852	14387	9524
1326	15843	14379	9536
1327	15830	14371	9551
1328	15818	14367	9563
1329	15810	14355	9578
1330	15794	14350	9593
1331	15787	14341	9604
1332	15783	14332	9610
1333	15775	14324	9617
1334	15766	14312	9635
1335	15756	14305	9647
1336	15745	14300	9657
1337	15740	14288	9668
1338	15725	14273	9688
1339	15712	14260	9708
1340	15705	14246	9728
1341	15692	14231	9752
1342	15681	14221	9770
1343	15668	14213	9787
1344	15655	14203	9805
1345	15641	14198	9816
1346	15634	14189	9827
1347	15625	14180	9837
1348	15617	14168	9849
1349	15608	14156	9869
1350	15593	14147	9886
1351	15578	14138	9905
1352	15562	14130	9926
1353	15554	14115	9943
1354	15538	14111	9958
1355	15529	14103	9972
1356	15523	14096	9976
1357	15508	14087	9995
1358	15493	14072	10021
1359	15486	14062	10029
1360	15474	14051	10045
1361	15467	14033	10063
1362	15459	14021	10080
1363	15445	14015	10095
1364	15435	14003	10109
1365	15428	13998	10115
1366	15417	13991	10127
1367	15411	13981	10140
1368	15397	13965	10161
1369	15382	13957	10184
1370	15370	13948	10199
1371	15355	13938	10213
1372	15346	13922	10232
1373	15338	13910	10243
1374	15318	13907	10258
1375	15305	13893	10278
1376	15299	13889	10279
1377	15279	13880	10305
1378	15268	13865	10323
1379	15252	13854	10344
1380	15245	13843	10357
1381	15237	13834	10372
1382	15228	13829	10382
1383	15209	13813	10408
1384	15193	13807	10427
1385	15182	13800	10443
1386	15165	13790	10463
1387	15151	13768	10495
1388	15145	13757	10507
1389	15135	13749	10519
1390	15119	13742	10533
1391	15111	13730	10549
1392	15099	13722	10561
1393	15088	13701	10592
1394	15082	13690	10604
1395	15076	13682	10613
1396	15061	13670	10635
1397	15052	13660	10645
1398	15043	13644	10662
1399	15031	13639	10675
1400	15018	13628	10695
1401	15004	13622	10714
1402	14993	13612	10726
1403	14986	13599	10741
1404	14976	13585	10756
1405	14958	13572	10785
1406	14945	13562	10800
1407	14934	13557	10812
1408	14921	13550	10826
1409	14906	13540	10841
1410	14893	13534	10855
1411	14882	13524	10870
1412	14873	13516	10882
1413	14859	13502	10908
1414	14845	13492	10920
1415	14826	13473	10952
1416	14815	13468	10961
1417	14805	13463	10969
1418	14791	13443	10997
1419	14772	13436	11017
1420	14761	13423	11035
1421	14754	13409	11049
1422	14740	13399	11069
1423	14733	13387	11081
1424	14722	13375	11098
1425	14706	13366	11110
1426	14694	13363	11119
1427	14684	13348	11140
1428	14676	13335	11156
1429	14660	13326	11178
1430	14648	13317	11196
1431	14629	13303	11220
1432	14619	13292	11234
1433	14607	13277	11255
1434	14593	13260	11281
1435	14585	13251	11294
1436	14574	13243	11308
1437	14560	13234	11323
1438	14543	13223	11350
1439	14530	13212	11364
1440	14524	13203	11378
1441	14510	13192	11396
1442	14495	13183	11415
1443	14482	13169	11434
1444	14472	13154	11457
1445	14454	13138	11485
1446	14445	13126	11497
1447	14424	13115	11524
1448	14420	13103	11536
1449	14409	13089	11556
1450	14406	13075	11569
1451	14385	13063	11593
1452	14376	13050	11602
1453	14360	13039	11625
1454	14346	13030	11641
1455	14331	13010	11668
1456	14310	12998	11694
1457	14295	12982	11722
1458	14279	12972	11735
1459	14261	12957	11761
1460	14244	12949	11778
1461	14232	12939	11793
1462	14212	12931	11817
1463	14202	12919	11836
1464	14190	12904	11857
1465	14171	12896	11872
1466	14152	12888	11888
1467	14139	12874	11904
1468	14114	12865	11932
1469	14103	12853	11949
1470	14093	12843	11961
1471	14081	12831	11979
1472	14061	12816	12001
1473	14044	12802	12022
1474	14031	12787	12037
1475	14013	12780	12054
1476	13988	12772	12087
1477	13980	12758	12098
1478	13969	12749	12115
1479	13955	12738	12130
1480	13950	12727	12142
1481	13938	12717	12159
1482	13914	12712	12184
1483	13896	12698	12207
1484	13885	12684	12221
1485	13873	12665	12242
1486	13862	12656	12257
1487	13851	12643	12272
1488	13841	12625	12292
1489	13828	12609	12315
1490	13815	12599	12333
1491	13802	12589	12352
1492	13786	12576	12374
1493	13768	12565	12398
1494	13749	12551	12424
1495	13731	12536	12450
1496	13723	12526	12466
1497	13714	12509	12487
1498	13704	12495	12505
1499	13689	12483	12526
1500	13677	12470	12546
1501	13664	12458	12566
1502	13650	12448	12581
1503	13631	12432	12606
1504	13612	12417	12630
1505	13595	12407	12648
1506	13583	12403	12654
1507	13571	12387	12675
1508	13557	12378	12692
1509	13549	12364	12707
1510	13535	12354	12723
1511	13520	12344	12746
1512	13510	12327	12769
1513	13496	12315	12790
1514	13480	12302	12814
1515	13462	12290	12841
1516	13448	12276	12863
1517	13432	12264	12885
1518	13415	12253	12905
1519	13402	12240	12925
1520	13387	12217	12959
1521	13372	12208	12976
1522	13354	12201	12985
1523	13340	12185	13005
1524	13333	12170	13022
1525	13321	12156	13042
1526	13312	12139	13066
1527	13303	12126	13080
1528	13291	12106	13106
1529	13275	12095	13123
1530	13265	12089	13134
1531	13250	12069	13157
1532	13237	12056	13176
1533	13220	12041	13203
1534	13205	12026	13228
1535	13182	12014	13254
1536	13166	11993	13282
1537	13150	11978	13305
1538	13133	11963	13336
1539	13118	11954	13352
1540	13104	11938	13383
1541	13085	11931	13407
1542	13077	11906	13434
1543	13060	11892	13455
1544	13042	11882	13476
1545	13027	11869	13496
1546	13012	11855	13520
1547	12991	11838	13544
1548	12975	11830	13563
1549	12956	11813	13592
1550	12938	11800	13616
1551	12928	11791	13627
1552	12915	11777	13645
1553	12901	11767	13661
1554	12891	11754	13683
1555	12875	11745	13699
1556	12866	11727	13723
1557	12848	11720	13746
1558	12835	11707	13768
1559	12819	11701	13782
1560	12805	11689	13802
1561	12792	11672	13822
1562	12779	11664	13837
1563	12764	11649	13861
1564	12738	11635	13889
1565	12719	11625	13912
1566	12700	11609	13938
1567	12688	11600	13954
1568	12675	11580	13980
1569	12666	11566	14001
1570	12648	11551	14029
1571	12636	11543	14039
1572	12626	11533	14048
1573	12609	11521	14074
1574	12595	11509	14093
1575	12582	11495	14100
1576	12562	11484	14123
1577	12551	11476	14134
1578	12530	11468	14153
1579	12512	11461	14165
1580	12492	11450	14195
1581	12480	11437	14216
1582	12466	11418	14244
1583	12453	11405	14269
1584	12441	11389	14291
1585	12426	11374	14315
1586	12419	11363	14331
1587	12397	11346	14364
1588	12388	11335	14377
1589	12378	11325	14394
1590	12368	11315	14408
1591	12352	11298	14433
1592	12333	11284	14460
1593	12316	11275	14483
1594	12302	11263	14501
1595	12278	11253	14531
1596	12260	11245	14540
1597	12251	11227	14562
1598	12236	11217	14582
1599	12219	11198	14614
1600	12201	11181	14639
1601	12190	11167	14658
1602	12171	11156	14681
1603	12161	11142	14696
1604	12148	11136	14708
1605	12127	11121	14735
1606	12113	11111	14751
1607	12094	11097	14774
1608	12079	11084	14792
1609	12068	11076	14805
1610	12052	11056	14831
1611	12031	11047	14858
1612	12021	11034	14877
1613	12008	11022	14894
1614	11989	11011	14916
1615	11976	10994	14942
1616	11958	10978	14964
1617	11938	10973	14983
1618	11930	10959	15001
1619	11913	10945	15025
1620	11906	10939	15035
1621	11888	10923	15060
1622	11875	10913	15072
1623	11857	10899	15096
1624	11847	10890	15109
1625	11831	10874	15133
1626	11818	10866	15149
1627	11807	10853	15169
1628	11798	10840	15181
1629	11787	10827	15197
1630	11774	10810	15218
1631	11757	10795	15235
1632	11744	10782	15257
1633	11726	10772	15278
1634	11711	10752	15300
1635	11696	10742	15316
1636	11685	10724	15340
1637	11675	10714	15354
1638	11661	10697	15380
1639	11649	10689	15394
1640	11629	10680	15415
1641	11614	10664	15436
1642	11601	10645	15457
1643	11588	10627	15482
1644	11573	10615	15501
1645	11562	10597	15525
1646	11539	10585	15551
1647	11527	10576	15567
1648	11517	10567	15584
1649	11503	10557	15602
1650	11487	10538	15627
1651	11477	10521	15643
1652	11461	10507	15665
1653	11445	10497	15680
1654	11431	10482	15698
1655	11416	10471	15714
1656	11405	10463	15725
1657	11393	10451	15732
1658	11378	10439	15754
1659	11366	10432	15772
1660	11351	10423	15796
1661	11331	10412	15824
1662	11316	10398	15843
1663	11305	10383	15865
1664	11289	10378	15878
1665	11281	10371	15886
1666	11264	10363	15902
1667	11254	10345	15925
1668	11245	10331	15940
1669	11231	10315	15963
1670	11219	10303	15983
1671	11208	10291	15999
1672	11193	10278	16024
1673	11182	10263	16041
1674	11167	10250	16061
1675	11153	10241	16078
1676	11141	10227	16096
1677	11133	10215	16109
1678	11119	10198	16134
1679	11112	10180	16151
1680	11098	10163	16177
1681	11090	10155	16190
1682	11071	10142	16214
1683	11054	10127	16237
1684	11041	10114	16261
1685	11022	10100	16286
1686	11003	10088	16304
1687	10988	10079	16326
1688	10972	10063	16348
1689	10964	10057	16360
1690	10954	10042	16379
1691	10932	10030	16407
1692	10912	10017	16432
1693	10898	10002	16456
1694	10887	9992	16471
1695	10869	9982	16497
1696	10851	9970	16519
1697	10833	9960	16538
1698	10810	9951	16561
1699	10793	9933	16590
1700	10780	9921	16605
1701	10763	9905	16628
1702	10747	9893	16651
1703	10737	9881	16663
1704	10724	9864	16683
1705	10714	9847	16704
1706	10707	9833	16717
1707	10700	9815	16733
1708	10687	9802	16747
1709	10674	9790	16769
1710	10665	9776	16786
1711	10647	9761	16808
1712	10632	9747	16835
1713	10618	9728	16864
1714	10604	9719	16878
1715	10583	9703	16906
1716	10575	9691	16917
1717	10557	9677	16933
1718	10540	9663	16952
1719	10524	9647	16969
1720	10504	9631	16997
1721	10487	9623	17007
1722	10475	9607	17023
1723	10456	9595	17042
1724	10445	9587	17053
1725	10435	9574	17065
1726	10416	9568	17086
1727	10405	9551	17107
1728	10398	9533	17123
1729	10384	9520	17139
1730	10374	9512	17147
1731	10367	9499	17159
1732	10353	9490	17172
1733	10340	9475	17195
1734	10328	9463	17208
1735	10314	9454	17220
1736	10293	9445	17244
1737	10276	9436	17265
1738	10265	9423	17280
1739	10249	9409	17297
1740	10234	9396	17320
1741	10220	9387	17334
1742	10196	9372	17367
1743	10183	9357	17387
1744	10171	9349	17396
1745	10157	9336	17413
1746	10146	9321	17428
1747	10132	9313	17443
1748	10123	9300	17455
1749	10111	9288	17466
1750	10096	9275	17486
1751	10081	9268	17498
1752	10071	9248	17518
1753	10056	9240	17529
1754	10046	9228	17548
1755	10038	9213	17563
1756	10028	9196	17582
1757	10022	9184	17587
1758	10008	9170	17607
1759	10000	9160	17609
1760	9985	9150	17629
1761	9972	9141	17637
1762	9959	9125	17658
1763	9944	9113	17672
1764	9930	9105	17689
1765	9919	9087	17707
1766	9904	9071	17722
1767	9889	9057	17738
1768	9879	9043	17755
1769	9869	9035	17765
1770	9850	9024	17786
1771	9832	9013	17805
1772	9817	9003	17827
1773	9807	8993	17832
1774	9797	8982	17842
1775	9785	8966	17863
1776	9772	8961	17874
1777	9766	8950	17882
1778	9748	8938	17902
1779	9731	8927	17918
1780	9716	8910	17945
1781	9703	8899	17958
1782	9688	8887	17977
1783	9676	8878	17983
1784	9662	8866	18003
1785	9649	8851	18020
1786	9641	8835	18034
1787	9629	8820	18057
1788	9614	8814	18070
1789	9597	8800	18100
1790	9589	8785	18112
1791	9575	8770	18133
1792	9565	8762	18143
1793	9558	8746	18161
1794	9544	8735	18172
1795	9533	8725	18185
1796	9520	8714	18197
1797	9512	8703	18211
1798	9499	8692	18227
1799	9484	8679	18249
1800	9467	8665	18267
1801	9455	8657	18280
1802	9444	8649	18290
1803	9433	8638	18304
1804	9415	8623	18324
1805	9399	8611	18345
1806	9389	8600	18357
1807	9370	8586	18382
1808	9363	8577	18389
1809	9347	8562	18417
1810	9332	8553	18427
1811	9323	8543	18437
1812	9301	8532	18455
1813	9294	8518	18468
1814	9278	8505	18487
1815	9271	8491	18503
1816	9260	8476	18518
1817	9246	8467	18535
1818	9241	8461	18541
1819	9230	8449	18554
1820	9213	8441	18569
1821	9199	8430	18584
1822	9193	8425	18588
1823	9180	8413	18609
1824	9170	8408	18617
1825	9159	8402	18629
1826	9142	8389	18650
1827	9132	8379	18658
1828	9122	8369	18671
1829	9117	8357	18678
1830	9109	8347	18687
1831	9100	8341	18698
1832	9084	8331	18718
1833	9073	8318	18734
1834	9057	8308	18749
1835	9042	8300	18764
1836	9033	8287	18777
1837	9021	8282	18789
1838	9015	8276	18791
1839	9007	8273	18800
1840	9000	8274	18796
1841	8991	8264	18809
1842	8979	8257	18823
1843	8971	8238	18842
1844	8963	8226	18855
1845	8954	8216	18865
1846	8944	8207	18879
1847	8934	8189	18900
1848	8927	8184	18904
1849	8906	8182	18920
1850	8894	8173	18938
1851	8887	8158	18952
1852	8875	8149	18967
1853	8860	8142	18980
1854	8851	8135	18987
1855	8834	8130	18993
1856	8827	8118	19002
1857	8817	8112	19006
1858	8808	8094	19024
1859	8798	8084	19041
1860	8792	8073	19054
1861	8781	8065	19065
1862	8773	8051	19083
1863	8760	8041	19095
1864	8751	8019	19118
1865	8738	8011	19130
1866	8730	8002	19138
1867	8715	7995	19152
1868	8698	7984	19166
1869	8685	7974	19185
1870	8679	7963	19190
1871	8671	7953	19200
1872	8660	7943	19215
1873	8654	7931	19225
1874	8646	7923	19226
1875	8636	7905	19249
1876	8629	7896	19261
1877	8619	7890	19271
1878	8607	7881	19282
1879	8599	7871	19297
1880	8588	7851	19318
1881	8575	7844	19327
1882	8567	7834	19341
1883	8555	7822	19361
1884	8544	7810	19375
1885	8539	7798	19378
1886	8528	7789	19384
1887	8518	7777	19397
1888	8502	7766	19407
1889	8485	7754	19427
1890	8468	7740	19450
1891	8456	7734	19464
1892	8450	7727	19471
1893	8436	7721	19484
1894	8432	7711	19487
1895	8422	7700	19499
1896	8416	7691	19500
1897	8408	7675	19514
1898	8402	7666	19524
1899	8396	7656	19531
1900	8388	7647	19539
1901	8375	7634	19557
1902	8363	7624	19575
1903	8351	7615	19586
1904	8345	7603	19597
1905	8338	7591	19602
1906	8322	7582	19616
1907	8310	7571	19627
1908	8299	7559	19642
1909	8288	7547	19656
1910	8276	7539	19666
1911	8270	7527	19675
1912	8256	7523	19678
1913	8241	7509	19697
1914	8225	7501	19712
1915	8210	7491	19725
1916	8199	7476	19742
1917	8188	7472	19746
1918	8175	7467	19753
1919	8164	7453	19770
1920	8156	7440	19778
1921	8153	7434	19778
1922	8142	7425	19784
1923	8135	7413	19788
1924	8130	7397	19800
1925	8118	7382	19815
1926	8108	7370	19830
1927	8094	7360	19843
1928	8080	7350	19856
1929	8071	7340	19864
1930	8059	7330	19873
1931	8043	7321	19885
1932	8033	7307	19898
1933	8023	7298	19902
1934	8014	7290	19909
1935	8008	7277	19915
1936	7993	7266	19933
1937	7983	7258	19943
1938	7973	7245	19956
1939	7967	7235	19966
1940	7955	7223	19977
1941	7945	7218	19982
1942	7936	7213	19988
1943	7930	7203	19996
1944	7921	7199	20000
1945	7914	7192	20007
1946	7905	7183	20018
1947	7900	7178	20017
1948	7889	7168	20033
1949	7871	7161	20047
1950	7860	7159	20048
1951	7851	7153	20053
1952	7838	7142	20064
1953	7834	7131	20072
1954	7824	7123	20082
1955	7809	7116	20093
1956	7801	7107	20107
1957	7794	7093	20118
1958	7784	7084	20128
1959	7772	7071	20140
1960	7766	7060	20151
1961	7758	7051	20154
1962	7745	7042	20165
1963	7735	7033	20178
1964	7727	7026	20180
1965	7719	7017	20193
1966	7713	7012	20192
1967	7706	7005	20194
1968	7700	7000	20190
1969	7694	6989	20200
1970	7683	6986	20207
1971	7676	6977	20214
1972	7670	6972	20218
1973	7662	6957	20232
1974	7654	6948	20247
1975	7643	6937	20258
1976	7635	6931	20261
1977	7628	6922	20270
1978	7615	6914	20289
1979	7606	6907	20295
1980	7593	6901	20303
1981	7586	6896	20309
1982	7577	6884	20322
1983	7570	6880	20324
1984	7562	6877	20321
1985	7548	6864	20343
1986	7538	6858	20350
1987	7526	6849	20362
1988	7518	6837	20374
1989	7510	6836	20374
1990	7500	6830	20385
1991	7490	6822	20396
1992	7479	6817	20407
1993	7470	6812	20416
1994	7461	6807	20418
1995	7454	6797	20431
1996	7446	6788	20441
1997	7437	6778	20450
1998	7427	6767	20457
1999	7420	6757	20469
2000	7411	6752	20478
2001	7402	6746	20486
2002	7401	6737	20486
2003	7392	6735	20486
2004	7381	6729	20490
2005	7375	6722	20495
2006	7360	6714	20510
2007	7354	6710	20512
2008	7346	6704	20515
2009	7335	6695	20524
2010	7333	6687	20520
2011	7329	6675	20526
2012	7317	6673	20535
2013	7307	6667	20546
2014	7296	6660	20553
2015	7288	6661	20552
2016	7283	6654	20554
2017	7276	6649	20553
2018	7268	6642	20558
2019	7264	6631	20564
2020	7253	6626	20568
2021	7245	6623	20568
2022	7239	6603	20585
2023	7230	6598	20584
2024	7226	6591	20586
2025	7215	6583	20595
2026	7209	6575	20600
2027	7197	6567	20614
2028	7194	6560	20608
2029	7183	6556	20611
2030	7167	6548	20624
2031	7161	6543	20627
2032	7154	6537	20635
2033	7149	6529	20640
2034	7142	6519	20647
2035	7138	6511	20653
2036	7134	6503	20651
2037	7128	6494	20653
2038	7125	6488	20653
2039	7120	6484	20654
2040	7109	6478	20659
2041	7102	6473	20663
2042	7095	6465	20673
2043	7088	6459	20672
2044	7078	6453	20679
2045	7074	6445	20684
2046	7069	6435	20686
2047	7061	6430	20693
2048	7060	6419	20700
2049	7056	6409	20705
2050	7041	6399	20719
2051	7037	6392	20723
2052	7032	6387	20726
2053	7018	6385	20729
2054	7004	6376	20739
2055	6991	6369	20746
2056	6981	6364	20759
2057	6976	6359	20757
2058	6966	6353	20760
2059	6956	6349	20761
2060	6949	6345	20762
2061	6944	6337	20768
2062	6936	6328	20775
2063	6927	6323	20781
2064	6924	6322	20779
2065	6915	6316	20780
2066	6907	6309	20782
2067	6899	6305	20786
2068	6889	6300	20791
2069	6885	6291	20790
2070	6880	6284	20788
2071	6876	6272	20800
2072	6869	6269	20796
2073	6868	6265	20791
2074	6861	6262	20793
2075	6851	6260	20791
2076	6840	6253	20802
2077	6835	6244	20809
2078	6826	6239	20814
2079	6821	6232	20817
2080	6815	6230	20813
2081	6809	6216	20823
2082	6804	6208	20828
2083	6791	6202	20837
2084	6785	6197	20836
2085	6773	6194	20846
2086	6767	6188	20845
2087	6759	6179	20852
2088	6754	6177	20845
2089	6749	6167	20843
2090	6744	6156	20849
2091	6743	6149	20848
2092	6738	6140	20855
2093	6732	6138	20850
2094	6728	6133	20846
2095	6724	6128	20845
2096	6716	6125	20840
2097	6708	6117	20846
2098	6698	6111	20849
2099	6695	6108	20845
2100	6686	6102	20852
2101	6682	6092	20853
2102	6672	6083	20865
2103	6664	6081	20865
2104	6658	6071	20872
2105	6648	6060	20877
2106	6643	6052	20879
2107	6633	6038	20893
2108	6628	6032	20884
2109	6624	6024	20889
2110	6615	6016	20898
2111	6608	6006	20908
2112	6598	6002	20915
2113	6592	5990	20919
2114	6585	5984	20926
2115	6573	5976	20934
2116	6568	5968	20934
2117	6559	5961	20938
2118	6550	5958	20938
2119	6539	5951	20946
2120	6528	5948	20950
2121	6522	5941	20950
2122	6514	5932	20950
2123	6506	5923	20959
2124	6496	5915	20962
2125	6485	5906	20973
2126	6479	5898	20976
2127	6472	5888	20986
2128	6457	5885	20997
2129	6448	5874	21010
2130	6440	5866	21014
2131	6433	5857	21024
2132	6423	5850	21029
2133	6412	5842	21038
2134	6406	5837	21043
2135	6399	5830	21044
2136	6387	5825	21056
2137	6379	5816	21060
2138	6370	5805	21070
2139	6364	5795	21076
2140	6353	5790	21079
2141	6352	5784	21073
2142	6348	5772	21078
